2023-01-13 11:02:27.132439,19013.17
2023-01-13 11:02:27.619704,19013.17
2023-01-13 11:02:28.156589,19013.17
2023-01-13 11:02:28.606655,19013.17
2023-01-13 11:02:28.970652,19013.17
2023-01-13 11:02:29.457725,19013.17
2023-01-13 11:02:29.850808,19013.17
2023-01-13 11:02:30.286988,19013.17
2023-01-13 11:02:30.732650,19013.17
2023-01-13 11:02:31.226309,19013.17
2023-01-13 11:02:32.020223,19013.17
2023-01-13 11:02:32.572816,19013.17
2023-01-13 11:02:48.521002,19013.17
2023-01-13 11:02:48.893002,19013.17
2023-01-13 11:02:49.540187,19013.17
2023-01-13 11:02:49.936127,19013.17
2023-01-13 11:02:50.355462,19013.17
2023-01-13 11:02:50.755462,19013.17
2023-01-13 11:02:51.174522,19013.17
2023-01-13 11:02:51.665861,19013.17
2023-01-13 11:02:52.173878,19013.17
2023-01-13 11:02:52.690322,19013.17
2023-01-13 11:02:53.175322,19013.17
2023-01-13 11:02:53.539369,19013.17
2023-01-13 11:02:54.048022,19013.17
2023-01-13 11:02:54.440874,19013.17
2023-01-13 11:02:54.857194,19013.17
2023-01-13 11:02:55.281305,19013.17
2023-01-13 11:02:55.723376,19013.17
2023-01-13 11:02:56.081594,19013.17
2023-01-13 11:02:56.471634,19013.17
2023-01-13 11:02:56.873635,19013.17
2023-01-13 11:02:57.241802,19015.8
2023-01-13 11:02:57.771802,19013.17
2023-01-13 11:02:58.279890,19015.8
2023-01-13 11:02:58.660237,19017.04
2023-01-13 11:02:59.111186,19013.17
2023-01-13 11:02:59.667676,19009.65
2023-01-13 11:03:00.080728,19009.65
2023-01-13 11:03:00.627026,19009.65
2023-01-13 11:03:01.144108,19007
2023-01-13 11:03:01.644123,19007
2023-01-13 11:03:02.070973,19007
2023-01-13 11:03:02.453143,19007
2023-01-13 11:03:02.994272,19007
2023-01-13 11:03:03.498712,19009.65
2023-01-13 11:03:03.981712,19015.8
2023-01-13 11:03:04.442760,19009.65
2023-01-13 11:03:04.853572,18999.72
2023-01-13 11:03:05.243688,18999.72
2023-01-13 11:03:05.609902,19007
2023-01-13 11:03:06.023747,19007
2023-01-13 11:03:06.540466,19009.65
2023-01-13 11:03:06.971570,18999.72
2023-01-13 11:03:07.471046,19009.65
2023-01-13 11:03:07.915142,18999.72
2023-01-13 11:03:08.351330,18999.72
2023-01-13 11:03:08.802438,18999.72
2023-01-13 11:03:09.392539,18999.72
2023-01-13 11:03:09.892694,18999.72
2023-01-13 11:03:10.310811,18999.72
2023-01-13 11:03:10.781933,18999.72
2023-01-13 11:03:11.226568,18999.72
2023-01-13 11:03:11.649374,18999.72
2023-01-13 11:03:12.032505,18999.72
2023-01-13 11:03:12.515798,18999.72
2023-01-13 11:03:13.041720,18999.72
2023-01-13 11:03:13.548759,18999.72
2023-01-13 11:03:14.059820,18999.72
2023-01-13 11:03:14.513692,18999.72
2023-01-13 11:03:14.880936,18999.72
2023-01-13 11:03:15.314983,18999.72
2023-01-13 11:03:15.737913,18999.72
2023-01-13 11:03:16.224117,18999.72
2023-01-13 11:03:16.722209,18999.72
2023-01-13 11:03:17.156186,18999.72
2023-01-13 11:03:17.590176,18999.72
2023-01-13 11:03:18.116307,18999.72
2023-01-13 11:03:18.543773,18999.72
2023-01-13 11:03:18.995393,18999.72
2023-01-13 11:03:19.440641,18999.72
2023-01-13 11:03:19.859683,18999.72
2023-01-13 11:03:20.314746,18999.72
2023-01-13 11:03:20.736831,18999.72
2023-01-13 11:03:21.113074,18999.72
2023-01-13 11:03:21.525677,18999.72
2023-01-13 11:03:21.902678,18999.72
2023-01-13 11:03:22.289775,18999.72
2023-01-13 11:03:22.675900,18999.72
2023-01-13 11:03:23.090914,18999.72
2023-01-13 11:03:23.479827,18999.72
2023-01-13 11:03:23.908930,18999.72
2023-01-13 11:03:24.333969,18999.72
2023-01-13 11:03:24.833071,18999.72
2023-01-13 11:03:25.222941,18999.72
2023-01-13 11:03:25.657021,18999.72
2023-01-13 11:03:26.042146,18999.72
2023-01-13 11:03:26.443555,18999.72
2023-01-13 11:03:26.811964,18999.72
2023-01-13 11:03:27.321513,18999.72
2023-01-13 11:03:27.770413,18999.72
2023-01-13 11:03:28.243243,18999.72
2023-01-13 11:03:28.672893,18999.72
2023-01-13 11:03:29.507048,18999.72
2023-01-13 11:03:29.996225,18999.72
2023-01-13 11:03:30.431526,18999.72
2023-01-13 11:03:30.872797,18999.72
2023-01-13 11:03:31.302771,18999.72
2023-01-13 11:03:31.821952,18999.72
2023-01-13 11:03:32.255002,18999.72
2023-01-13 11:03:32.692361,18999.72
2023-01-13 11:03:33.160715,18999.72
2023-01-13 11:03:33.527754,18999.72
2023-01-13 11:03:33.881835,18999.72
2023-01-13 11:03:34.245504,18999.72
2023-01-13 11:03:34.667698,18999.72
2023-01-13 11:03:35.112770,18999.72
2023-01-13 11:03:35.538024,18999.72
2023-01-13 11:03:35.999066,18999.72
2023-01-13 11:03:36.448189,18999.72
2023-01-13 11:03:36.867354,18999.72
2023-01-13 11:03:37.252149,18999.72
2023-01-13 11:03:37.659251,18999.72
2023-01-13 11:03:38.163970,18999.72
2023-01-13 11:03:38.532973,18999.72
2023-01-13 11:03:38.926877,18999.72
2023-01-13 11:03:39.362877,18999.72
2023-01-13 11:03:39.735874,18999.72
2023-01-13 11:03:40.117548,18999.72
2023-01-13 11:03:40.546976,18999.72
2023-01-13 11:03:41.041084,18999.72
2023-01-13 11:03:41.446675,18999.72
2023-01-13 11:03:41.897804,18999.72
2023-01-13 11:03:42.298914,18999.72
2023-01-13 11:03:42.802997,18999.72
2023-01-13 11:03:43.237172,18999.72
2023-01-13 11:03:43.596058,18999.72
2023-01-13 11:03:44.052119,18999.72
2023-01-13 11:03:44.520165,18999.72
2023-01-13 11:03:44.965098,18999.72
2023-01-13 11:03:45.318095,18999.72
2023-01-13 11:03:45.785438,18999.72
2023-01-13 11:03:46.230442,18999.72
2023-01-13 11:03:46.652517,18999.72
2023-01-13 11:03:47.013556,18999.72
2023-01-13 11:03:47.441702,18999.72
2023-01-13 11:03:47.919588,18999.72
2023-01-13 11:03:48.440659,18999.72
2023-01-13 11:03:48.856663,18999.72
2023-01-13 11:03:49.237715,18999.72
2023-01-13 11:03:49.937722,18999.72
2023-01-13 11:03:50.336847,18999.72
2023-01-13 11:03:50.699119,18999.72
2023-01-13 11:03:51.074709,18999.72
2023-01-13 11:03:51.440930,18999.72
2023-01-13 11:03:52.020719,18999.72
2023-01-13 11:03:52.403855,18999.72
2023-01-13 11:03:52.840324,18999.72
2023-01-13 11:03:53.313550,18999.72
2023-01-13 11:03:53.859186,18999.72
2023-01-13 11:03:54.305276,18999.72
2023-01-13 11:03:54.664418,18999.72
2023-01-13 11:03:55.079308,18999.72
2023-01-13 11:03:55.509530,18999.72
2023-01-13 11:03:55.908342,18999.72
2023-01-13 11:03:56.326494,18999.72
2023-01-13 11:03:56.723411,18999.72
2023-01-13 11:03:57.162463,18999.72
